gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000031458	93	116	125	114	143	145	190	163	Coprs	8	13934794	13940281	-	2732	protein_coding	coordinator of PRMT5, differentiation stimulator [Source:MGI Symbol;Acc:MGI:1913673]	-
ENSMUSG00000022223	100	129	138	111	152	123	180	156	Sdr39u1	14	56134740	56137750	-	2469	protein_coding	short chain dehydrogenase/reductase family 39U, member 1 [Source:MGI Symbol;Acc:MGI:1916876]	-
ENSMUSG00000058093	111	121	151	162	130	117	144	152	Zfp729b	13	67737558	67757826	-	4865	protein_coding	zinc finger protein 729b [Source:MGI Symbol;Acc:MGI:2145180]	zf-C2H2
ENSMUSG00000095325	130	146	149	131	157	138	117	120	Zfp870	17	33098193	33110616	-	5455	protein_coding	zinc finger protein 870 [Source:MGI Symbol;Acc:MGI:3029586]	zf-C2H2
ENSMUSG00000027339	40	60	62	53	252	226	202	192	Rassf2	2	131831335	131872178	-	11993	protein_coding	Ras association (RalGDS/AF-6) domain family member 2 [Source:MGI Symbol;Acc:MGI:2442060]	-
ENSMUSG00000086429	113	116	143	64	141	172	167	171	Gt(ROSA)26Sor	6	113043843	113054294	-	3075	lncRNA	gene trap ROSA 26, Philippe Soriano [Source:MGI Symbol;Acc:MGI:104735]	-
ENSMUSG00000038451	128	154	199	158	105	151	101	90	Spsb2	6	124785624	124787582	+	1658	protein_coding	splA/ryanodine receptor domain and SOCS box containing 2 [Source:MGI Symbol;Acc:MGI:1315199]	-
ENSMUSG00000074482	132	139	139	93	150	125	165	143	Gm16589	8	4137658	4138575	+	918	processed_pseudogene	predicted gene 16589 [Source:MGI Symbol;Acc:MGI:4418561]	-
ENSMUSG00000047789	151	146	198	134	113	81	122	141	Slc38a9	13	112797285	112875283	+	16704	protein_coding	solute carrier family 38, member 9 [Source:MGI Symbol;Acc:MGI:1918839]	-
ENSMUSG00000075600	102	131	132	125	131	151	140	174	Zc3h3	15	75626279	75713764	-	3509	protein_coding	zinc finger CCCH type containing 3 [Source:MGI Symbol;Acc:MGI:2663721]	-
ENSMUSG00000049811	172	177	242	244	42	34	97	77	Fam161a	11	22957531	22980788	+	4396	protein_coding	family with sequence similarity 161, member A [Source:MGI Symbol;Acc:MGI:1921123]	-
ENSMUSG00000033233	109	106	139	142	134	150	157	147	Trim45	3	100829518	100844236	+	6000	protein_coding	tripartite motif-containing 45 [Source:MGI Symbol;Acc:MGI:1918187]	-
ENSMUSG00000007837	131	153	168	144	101	121	108	158	Prrg2	7	44703008	44712101	-	2581	protein_coding	proline-rich Gla (G-carboxyglutamic acid) polypeptide 2 [Source:MGI Symbol;Acc:MGI:1929596]	-
ENSMUSG00000024427	142	149	159	144	91	103	149	147	Spry4	18	38719300	38734468	-	4755	protein_coding	sprouty RTK signaling antagonist 4 [Source:MGI Symbol;Acc:MGI:1345144]	-
ENSMUSG00000002409	104	150	166	182	92	105	120	164	Dyrk1b	7	27878894	27886719	+	2695	protein_coding	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b [Source:MGI Symbol;Acc:MGI:1330302]	-
ENSMUSG00000027274	132	147	114	89	150	175	155	120	Mkks	2	136715700	136733309	-	3227	protein_coding	McKusick-Kaufman syndrome [Source:MGI Symbol;Acc:MGI:1891836]	-
ENSMUSG00000037007	123	124	122	100	165	151	120	177	Zfp113	5	138137964	138154006	-	6754	protein_coding	zinc finger protein 113 [Source:MGI Symbol;Acc:MGI:1929116]	zf-C2H2
ENSMUSG00000074865	122	130	154	105	146	124	113	188	Zfp934	13	62627641	62719013	-	5764	protein_coding	zinc finger protein 934 [Source:MGI Symbol;Acc:MGI:1924367]	zf-C2H2
ENSMUSG00000059363	116	108	95	80	172	152	194	165	Fxn	19	24238817	24257969	-	2053	protein_coding	frataxin [Source:MGI Symbol;Acc:MGI:1096879]	-
ENSMUSG00000048040	93	108	108	94	194	203	132	149	Arxes2	X	134894573	134896104	+	1532	protein_coding	adipocyte-related X-chromosome expressed sequence 2 [Source:MGI Symbol;Acc:MGI:1924226]	-
ENSMUSG00000034449	118	106	136	120	107	134	179	179	Dhrs11	11	84711682	84719820	-	1603	protein_coding	dehydrogenase/reductase (SDR family) member 11 [Source:MGI Symbol;Acc:MGI:2652816]	-
ENSMUSG00000033114	126	172	124	174	117	95	124	146	Slc35d2	13	64244122	64277182	-	3298	protein_coding	solute carrier family 35, member D2 [Source:MGI Symbol;Acc:MGI:1917734]	-
ENSMUSG00000022701	104	91	144	88	143	153	186	169	Ccdc191	16	43710163	43784677	+	4230	protein_coding	coiled-coil domain containing 191 [Source:MGI Symbol;Acc:MGI:1922661]	-
ENSMUSG00000015942	115	118	121	81	158	185	130	169	Gtf2ird2	5	134212858	134253209	+	6200	protein_coding	GTF2I repeat domain containing 2 [Source:MGI Symbol;Acc:MGI:2149780]	GTF2I
ENSMUSG00000061544	110	165	164	106	123	123	120	166	Zfp229	17	21949776	21988323	+	5139	protein_coding	zinc finger protein 229 [Source:MGI Symbol;Acc:MGI:2679295]	zf-C2H2
ENSMUSG00000074890	144	181	167	108	111	111	135	119	Lcmt2	2	120958788	120971134	-	3350	protein_coding	leucine carboxyl methyltransferase 2 [Source:MGI Symbol;Acc:MGI:1353659]	-
ENSMUSG00000063953	133	136	95	110	173	153	130	146	Amd2	10	35584671	35587888	-	3218	protein_coding	S-adenosylmethionine decarboxylase 2 [Source:MGI Symbol;Acc:MGI:1333111]	-
ENSMUSG00000026723	112	85	106	66	181	193	134	198	Trdmt1	2	13513825	13549479	-	3835	protein_coding	tRNA aspartic acid methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1274787]	-
ENSMUSG00000007207	166	204	147	153	107	77	91	130	Stx1a	5	135052336	135079954	+	2666	protein_coding	syntaxin 1A (brain) [Source:MGI Symbol;Acc:MGI:109355]	-
ENSMUSG00000030386	120	106	90	107	172	190	154	136	Zfp606	7	12212220	12230162	+	7680	protein_coding	zinc finger protein 606 [Source:MGI Symbol;Acc:MGI:1914620]	zf-C2H2
ENSMUSG00000015202	70	98	74	102	199	196	156	180	Cnksr3	10	7069063	7162237	-	3837	protein_coding	Cnksr family member 3 [Source:MGI Symbol;Acc:MGI:2674130]	-
ENSMUSG00000018659	127	151	142	116	133	98	149	159	Pnpo	11	96828651	96834812	-	2925	protein_coding	pyridoxine 5-phosphate oxidase [Source:MGI Symbol;Acc:MGI:2144151]	0.143368609118865	4.05246673871664	0.894142450089155	0.395054376415941	0.665743728622461	-5.6310929574617
ENSMUSG00000097467	ENSMUSG00000097467	Gm26737	9	44024220	44033257	+	2292	lncRNA	predicted gene, 26737 [Source:MGI Symbol;Acc:MGI:5477231]	-0.242114994277252	4.1638929370243	-0.893959515435228	0.395147037406494	0.665743728622461	-5.64936109556589
ENSMUSG00000047988	ENSMUSG00000047988	4933428G20Rik	11	97381609	97391166	-	1425	protein_coding	RIKEN cDNA 4933428G20 gene [Source:MGI Symbol;Acc:MGI:1918475]	0.476846444815383	-0.35873195228509	0.892739402202175	0.395765451085115	0.665983274768271	-4.79442765428934
ENSMUSG00000092593	ENSMUSG00000092593	Gm20492	10	127124366	127125702	+	455	lncRNA	predicted gene 20492 [Source:MGI Symbol;Acc:MGI:5141957]	-0.524053527633867	-0.393823553804885	-0.892425117716296	0.395924857467279	0.665983274768271	-4.76629985167471
ENSMUSG00000039531	ENSMUSG00000039531	Zup1	10	33795138	33827265	-	9072	protein_coding	zinc finger containing ubiquitin peptidase 1 [Source:MGI Symbol;Acc:MGI:1919830]	-0.122133314981437	4.21137955850206	-0.892343853575058	0.395966082403828	0.665983274768271	-5.67753964913094
ENSMUSG00000031787	ENSMUSG00000031787	Katnb1	8	95807814	95829777	+	6085	protein_coding	katanin p80 (WD40-containing) subunit B 1 [Source:MGI Symbol;Acc:MGI:1921437]	-0.117774678917335	5.07857776780134	-0.892280572093881	0.395998186931508	0.665983274768271	-5.92382533689506
ENSMUSG00000089682	ENSMUSG00000089682	Bcl2l2	14	55120834	55125691	+	4462	protein_coding	BCL2-like 2 [Source:MGI Symbol;Acc:MGI:108052]	-0.0934771149529071	6.56012321156145	-0.892129125847675	0.396075027514391	0.665983274768271	-6.20420755024683
ENSMUSG00000018501	ENSMUSG00000018501	Ncor1	11	62207252	62349367	-	12811	protein_coding	nuclear receptor co-repressor 1 [Source:MGI Symbol;Acc:MGI:1349717]	-0.0847192026036314	8.37350000173433	-0.89210546350191	0.396087034239815	0.665983274768271	-6.40495618869355
ENSMUSG00000087595	ENSMUSG00000087595	1810012K08Rik	2	26028558	26029555	+	574	lncRNA	RIKEN cDNA 1810012K08 gene [Source:MGI Symbol;Acc:MGI:1916345]	0.441401842607178	0.173327763609929	0.891708110032828	0.396288697636999	0.665983274768271	-4.80264700653464
ENSMUSG00000026353	ENSMUSG00000026353	Ubxn4	1	128171701	128207115	+	4659	protein_coding	UBX domain protein 4 [Source:MGI Symbol;Acc:MGI:1915062]	-0.0741335071472769	7.88704121806087	-0.891683561988495	0.39630115856581	0.665983274768271	-6.36853876272952
ENSMUSG00000022034	ENSMUSG00000022034	Esco2	14	66056487	66071443	-	6648	protein_coding	establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:MGI Symbol;Acc:MGI:1919238]	-0.221258112487487	5.20785996295821	-0.890932779645006	0.396682400682655	0.666411244286591	-5.94605257584427
ENSMUSG00000004043	ENSMUSG00000004043	Stat5a	11	100750177	100775995	+	7133	protein_coding	signal transducer and activator of transcription 5A [Source:MGI Symbol;Acc:MGI:103036]	-0.147708166248719	4.31174807685308	-0.890261822526401	0.397023328597766	0.666771236066104	-5.68467245927212
ENSMUSG00000027981	ENSMUSG00000027981	Rnpc3	3	113398716	113423798	-	6627	protein_coding	RNA-binding region (RNP1, RRM) containing 3 [Source:MGI Symbol;Acc:MGI:1914475]	-0.140280131754342	4.47764461793687	-0.889864096017998	0.397225520339923	0.666851356409901	-5.72997314429251
ENSMUSG00000020111	ENSMUSG00000020111	Micu1	10	59538299	59699954	+	9234	protein_coding	mitochondrial calcium uptake 1 [Source:MGI Symbol;Acc:MGI:2384909]	0.0916198902909102	6.56742244943252	0.889592240806724	0.397363765118265	0.666851356409901	-6.19788617541455
ENSMUSG00000004885	ENSMUSG00000004885	Crabp2	3	87855973	87860683	+	1322	protein_coding	cellular retinoic acid binding protein II [Source:MGI Symbol;Acc:MGI:88491]	-0.564403554173329	-0.362764292259494	-0.889031696975209	0.397648922708737	0.666851356409901	-4.77785428994416
ENSMUSG00000028718	ENSMUSG00000028718	Stil	4	114857356	114900393	+	5795	protein_coding	Scl/Tal1 interrupting locus [Source:MGI Symbol;Acc:MGI:107477]	-0.217587352492447	5.14804868005108	-0.888852741566068	0.397739990768664	0.666851356409901	-5.90461204444282
ENSMUSG00000023026	ENSMUSG00000023026	Dip2b	15	99936545	100117354	+	10256	protein_coding	disco interacting protein 2 homolog B [Source:MGI Symbol;Acc:MGI:2145977]	0.0888863982896242	5.91232041009985	0.888722628037146	0.397806213131403	0.666851356409901	-6.09663146965835
ENSMUSG00000031107	ENSMUSG00000031107	Rbmx2	X	47783881	47799600	+	1872	protein_coding	RNA binding motif protein, X-linked 2 [Source:MGI Symbol;Acc:MGI:1919414]	-0.124556860342696	4.13547390323091	-0.888596028587108	0.39787065448626	0.666851356409901	-5.68094132493876
ENSMUSG00000058799	ENSMUSG00000058799	Nap1l1	10	111309084	111334011	+	4994	protein_coding	nucleosome assembly protein 1-like 1 [Source:MGI Symbol;Acc:MGI:1855693]	0.0531973377647046	10.0776863047247	0.88842516743417	0.397957637576431	0.666851356409901	-6.48052564105903
ENSMUSG00000037826	ENSMUSG00000037826	Ppm1k	6	57483487	57512453	-	6022	protein_coding	protein phosphatase 1K (PP2C domain containing) [Source:MGI Symbol;Acc:MGI:2442111]	-0.210224399883491	3.30464195150983	-0.888093779951692	0.398126380907953	0.666921856659361	-5.41984295287088
ENSMUSG00000060988	ENSMUSG00000060988	Galnt13	2	54326329	55008321	+	7810	protein_coding	polypeptide N-acetylgalactosaminyltransferase 13 [Source:MGI Symbol;Acc:MGI:2139447]	0.105385367725843	4.81954257683121	0.887452781566433	0.398452922944303	0.667256564663409	-5.85005195602285
ENSMUSG00000007888	ENSMUSG00000007888	Crlf1	8	70945808	70956731	+	1644	protein_coding	cytokine receptor-like factor 1 [Source:MGI Symbol;Acc:MGI:1340030]	-0.0834625240519522	8.08025442973319	-0.886832229442455	0.398769230035831	0.667552709696585	-6.3740309080708
ENSMUSG00000031642	ENSMUSG00000031642	Sh3rf1	8	61676906	61849105	+	7426	protein_coding	SH3 domain containing ring finger 1 [Source:MGI Symbol;Acc:MGI:1913066]	-0.0797308733122424	5.96107374085692	-0.886512437191607	0.398932303663339	0.667552709696585	-6.10500322611327
ENSMUSG00000032491	ENSMUSG00000032491	Nradd	9	110450203	110453520	-	1817	protein_coding	neurotrophin receptor associated death domain [Source:MGI Symbol;Acc:MGI:1914419]	0.140208293775645	5.38667481056213	0.885853991388414	0.399268217843209	0.667552709696585	-5.99728653650527
ENSMUSG00000095493	ENSMUSG00000095493	A630023A22Rik	14	33773083	33824711	-	1338	protein_coding	RIKEN cDNA A630023A22 gene [Source:MGI Symbol;Acc:MGI:2145657]	0.496725688699756	-1.38483614999972	0.88573657504352	0.39932814028176	0.667552709696585	-4.82576306436964
ENSMUSG00000022947	ENSMUSG00000022947	Cbr3	16	93480103	93487878	+	1254	protein_coding	carbonyl reductase 3 [Source:MGI Symbol;Acc:MGI:1309992]	0.11448008357124	4.85928605702277	0.885348201049312	0.399526389063082	0.667552709696585	-5.88397018950561
ENSMUSG00000027132	ENSMUSG00000027132	Katnbl1	2	112209556	112244585	+	4051	protein_coding	katanin p80 subunit B like 1 [Source:MGI Symbol;Acc:MGI:1919675]	-0.115740437014174	5.37080128449825	-0.88517558730015	0.399614523586428	0.667552709696585	-5.98546561812296
ENSMUSG00000117050	ENSMUSG00000117050	1700023B13Rik	17	29312390	29313435	-	1046	TEC	RIKEN cDNA 1700023B13 gene [Source:MGI Symbol;Acc:MGI:1920529]	-0.513380896151834	-2.00898158889281	-0.885089974333072	0.399658241656369	0.667552709696585	-4.75826323129607
ENSMUSG00000063760	ENSMUSG00000063760	Rnf217	10	31369189	31485180	-	11013	protein_coding	ring finger protein 217 [Source:MGI Symbol;Acc:MGI:3610311]	0.0971969073598101	5.44505078923314	0.884959441670111	0.399724904388812	0.667552709696585	-6.00336950220628
ENSMUSG00000041740	ENSMUSG00000041740	Rnf10	5	115379471	115410957	-	7556	protein_coding	ring finger protein 10 [Source:MGI Symbol;Acc:MGI:1859162]	-0.0633060075567866	8.81792726916242	-0.88486942166238	0.399770881989237	0.667552709696585	-6.43992080602337
ENSMUSG00000058587	ENSMUSG00000058587	Tmod3	9	75404989	75466939	-	11151	protein_coding	tropomodulin 3 [Source:MGI Symbol;Acc:MGI:1355315]	0.0640086783522667	8.01351972270303	0.88405402258049	0.400187516612559	0.668036548815829	-6.3859010565627
ENSMUSG00000048440	ENSMUSG00000048440	Cyp4f16	17	32755532	32770772	+	3069	protein_coding	cytochrome P450, family 4, subfamily f, polypeptide 16 [Source:MGI Symbol;Acc:MGI:1917351]	-0.106085235100746	5.11692711241209	-0.883642055253797	0.400398131433125	0.668176279554804	-5.93944102525302
ENSMUSG00000086922	ENSMUSG00000086922	Gm13835	6	31118914	31119598	-	685	processed_pseudogene	predicted gene 13835 [Source:MGI Symbol;Acc:MGI:3650921]	0.10498960557849	6.04200630381026	0.883235841640051	0.400605881520743	0.668258857648048	-6.11933793174665
ENSMUSG00000014873	ENSMUSG00000014873	Surf2	2	26806379	26810195	+	3408	protein_coding	surfeit gene 2 [Source:MGI Symbol;Acc:MGI:98444]	0.19713997963199	4.84436734482059	0.883048997255307	0.400701465070254	0.668258857648048	-5.86877936297781
ENSMUSG00000042408	ENSMUSG00000042408	Zmym6	4	126971176	127018165	+	7692	protein_coding	zinc finger, MYM-type 6 [Source:MGI Symbol;Acc:MGI:106505]	0.142126245366623	4.3084419179221	0.882677301190119	0.400891660740765	0.66825983992733	-5.69483109983454
ENSMUSG00000090394	ENSMUSG00000090394	4930523C07Rik	1	159871952	159907778	+	10195	protein_coding	RIKEN cDNA 4930523C07 gene [Source:MGI Symbol;Acc:MGI:1914897]	0.20160264274572	2.84257639346685	0.882551779984654	0.400955903956398	0.66825983992733	-5.46071478553117
ENSMUSG00000031990	ENSMUSG00000031990	Jam3	9	27008680	27066717	-	3200	protein_coding	junction adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1933825]	-0.110811565561358	5.30105889419983	-0.882005709442507	0.401235473967657	0.668514167860668	-5.98251791431543
ENSMUSG00000035455	ENSMUSG00000035455	Fignl1	11	11737431	11758962	-	4839	protein_coding	fidgetin-like 1 [Source:MGI Symbol;Acc:MGI:1890648]	-0.123379152038368	5.25405867629354	-0.881419493468987	0.401535750486648	0.668802823888706	-5.94414769994408
ENSMUSG00000057551	ENSMUSG00000057551	Zfp317	9	19533398	19561027	+	4838	protein_coding	zinc finger protein 317 [Source:MGI Symbol;Acc:MGI:107775]	-0.113203740657038	5.35726706487396	-0.880143925777503	0.402189681328539	0.669541218034291	-5.98935473951024
ENSMUSG00000029507	ENSMUSG00000029507	Pus1	5	110921533	110928525	-	2180	protein_coding	pseudouridine synthase 1 [Source:MGI Symbol;Acc:MGI:1929237]	0.0957981480124281	5.57284447579558	0.880058691712835	0.402233404110629	0.669541218034291	-6.04968553330143
ENSMUSG00000082284	ENSMUSG00000082284	H3f3a-ps1	X	100868121	100868530	+	410	processed_pseudogene	H3.3 histone A, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1101782]	-0.468847240808934	0.0757164497412345	-0.879566322014134	0.402486042228819	0.669658121719846	-4.82581456375892
ENSMUSG00000005069	ENSMUSG00000005069	Pex5	6	124373775	124392026	-	3943	protein_coding	peroxisomal biogenesis factor 5 [Source:MGI Symbol;Acc:MGI:1098808]	-0.0701316867972618	6.66979847317081	-0.879426090973738	0.402558016190563	0.669658121719846	-6.23339432008288
ENSMUSG00000048930	ENSMUSG00000048930	Tada3	6	113342986	113354844	-	3883	protein_coding	transcriptional adaptor 3 [Source:MGI Symbol;Acc:MGI:1915724]	-0.0882660761355796	5.39430614755523	-0.878145360516696	0.403215775030348	0.670540447105111	-5.99875401019166
ENSMUSG00000027752	ENSMUSG00000027752	Exosc8	3	54636099	54642814	-	4333	protein_coding	exosome component 8 [Source:MGI Symbol;Acc:MGI:1916889]	0.0879825522355645	5.9117368605154	0.877164947506507	0.403719808689148	0.67116665385171	-6.10136963190884
ENSMUSG00000034211	ENSMUSG00000034211	Mrps17	5	129792561	129799620	+	6490	protein_coding	mitochondrial ribosomal protein S17 [Source:MGI Symbol;Acc:MGI:1913508]	0.0718304155311006	6.18524236023019	0.876537175826699	0.404042781469345	0.671441636614346	-6.16176357633897
ENSMUSG00000071722	ENSMUSG00000071722	Spin4	X	94066116	94070288	-	4173	protein_coding	spindlin family, member 4 [Source:MGI Symbol;Acc:MGI:2444925]	-0.198020537739713	3.36031198086111	-0.875904474305705	0.404368474756864	0.671441636614346	-5.43440481683769
ENSMUSG00000042010	ENSMUSG00000042010	Acacb	5	114284596	114388822	+	9632	protein_coding	acetyl-Coenzyme A carboxylase beta [Source:MGI Symbol;Acc:MGI:2140940]	-0.151464697276092	3.50501459203793	-0.8758743155061	0.404384004102117	0.671441636614346	-5.4821340291267
ENSMUSG00000031246	ENSMUSG00000031246	Sh3bgrl	X	108138971	108241479	+	3298	protein_coding	SH3-binding domain glutamic acid-rich protein like [Source:MGI Symbol;Acc:MGI:1930849]	-0.0720374198558505	8.93453841804353	-0.875852314171302	0.404395333277131	0.671441636614346	-6.45143274767404
ENSMUSG00000029125	ENSMUSG00000029125	Stx18	5	38196086	38295109	+	4593	protein_coding	syntaxin 18 [Source:MGI Symbol;Acc:MGI:1918366]	-0.105399072569512	4.9783569460598	-0.875206538991817	0.404727962714862	0.671630886577831	-5.90710823392361
ENSMUSG00000020561	ENSMUSG00000020561	Polr1f	12	33479634	33491391	+	5154	protein_coding	RNA polymerase I subunit F [Source:MGI Symbol;Acc:MGI:106292]	0.10112483436586	5.46083036265166	0.875135734047733	0.404764445035414	0.671630886577831	-6.00653409520819
ENSMUSG00000039210	ENSMUSG00000039210	Gpatch2	1	186947705	187083901	+	7684	protein_coding	G patch domain containing 2 [Source:MGI Symbol;Acc:MGI:1915019]	-0.116859859694435	4.85514209953671	-0.874580423379834	0.405050649740766	0.671798004902302	-5.86147966175178
ENSMUSG00000020044	ENSMUSG00000020044	Timp3	10	86136236	86185370	+	8144	protein_coding	tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754]	-0.157425290766087	9.0330295919022	-0.873819049187145	0.405443290243048	0.671798004902302	-6.45669094212288
ENSMUSG00000021606	ENSMUSG00000021606	Ndufs6	13	73467957	73476661	-	898	protein_coding	NADH:ubiquinone oxidoreductase core subunit S6 [Source:MGI Symbol;Acc:MGI:107932]	-0.0953946608021944	5.11533035249195	-0.873626051656093	0.405542861569494	0.671798004902302	-5.94426411521992
ENSMUSG00000005625	ENSMUSG00000005625	Psmd4	3	94940005	94949925	-	2808	protein_coding	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4 [Source:MGI Symbol;Acc:MGI:1201670]	-0.0821497454285266	7.80697173613942	-0.873498867478012	0.405608487862463	0.671798004902302	-6.37838123632545
ENSMUSG00000039680	ENSMUSG00000039680	Mrps6	16	91855158	91909115	+	1533	protein_coding	mitochondrial ribosomal protein S6 [Source:MGI Symbol;Acc:MGI:2153111]	0.0875069894643421	5.95796911442647	0.873302015554913	0.405710077037239	0.671798004902302	-6.12343911432859
ENSMUSG00000046668	ENSMUSG00000046668	Cxxc5	18	35962450	35994741	+	3008	protein_coding	CXXC finger 5 [Source:MGI Symbol;Acc:MGI:1914643]	0.0988749358664349	5.92505783626613	0.873257690341188	0.40573295437489	0.671798004902302	-6.11146336272651
ENSMUSG00000022100	ENSMUSG00000022100	Xpo7	14	70891686	71004068	-	19005	protein_coding	exportin 7 [Source:MGI Symbol;Acc:MGI:1929705]	0.0649518296926952	7.39162173498201	0.872612685238925	0.406065960127281	0.671798004902302	-6.33316358902844
ENSMUSG00000004567	ENSMUSG00000004567	Mcoln1	8	3550457	3565232	+	7555	protein_coding	mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498]	-0.102792088246137	5.41918681800834	-0.872372122418942	0.406190208039414	0.671798004902302	-6.01557562564631
ENSMUSG00000022157	ENSMUSG00000022157	Mcpt8	14	56319623	56322730	-	998	protein_coding	mast cell protease 8 [Source:MGI Symbol;Acc:MGI:1261780]	-0.437130154179459	-0.0907424901517726	-0.872199503267574	0.406279380304751	0.671798004902302	-4.80155141659953
ENSMUSG00000033364	ENSMUSG00000033364	Usp37	1	74474670	74583443	-	11081	protein_coding	ubiquitin specific peptidase 37 [Source:MGI Symbol;Acc:MGI:2442483]	-0.0926896928038914	5.70993971856718	-0.872096800601642	0.406332441373203	0.671798004902302	-6.06518141483858
ENSMUSG00000026664	ENSMUSG00000026664	Phyh	2	4923830	4943541	+	1893	protein_coding	phytanoyl-CoA hydroxylase [Source:MGI Symbol;Acc:MGI:891978]	0.125766427250818	4.37661082081433	0.871923140501603	0.406422173501135	0.671798004902302	-5.74201087774917
ENSMUSG00000022175	ENSMUSG00000022175	Lrp10	14	54701594	54708954	+	4463	protein_coding	low-density lipoprotein receptor-related protein 10 [Source:MGI Symbol;Acc:MGI:1929480]	-0.0679824418410134	7.26246277854291	-0.871760768533144	0.406506085524837	0.671798004902302	-6.31259408097943
ENSMUSG00000086288	ENSMUSG00000086288	Gm15265	3	94906111	94912180	-	974	lncRNA	predicted gene 15265 [Source:MGI Symbol;Acc:MGI:3705193]	-0.447557760579267	0.0074638258097263	-0.871165608142328	0.406813761897935	0.671798004902302	-4.83127938429326
ENSMUSG00000024240	ENSMUSG00000024240	Epc1	18	6435951	6516108	-	4475	protein_coding	enhancer of polycomb homolog 1 [Source:MGI Symbol;Acc:MGI:1278322]	0.114597069077528	5.45103070469814	0.871162208110016	0.406815520061501	0.671798004902302	-6.00499762682044
ENSMUSG00000020530	ENSMUSG00000020530	Ggnbp2	11	84723187	84761643	-	4726	protein_coding	gametogenetin binding protein 2 [Source:MGI Symbol;Acc:MGI:2387356]	-0.0687784742952507	7.40830877111383	-0.870842638829308	0.406980793814735	0.671798004902302	-6.34233951090636
ENSMUSG00000035505	ENSMUSG00000035505	Cox18	5	90362583	90371860	-	2710	protein_coding	cytochrome c oxidase assembly protein 18 [Source:MGI Symbol;Acc:MGI:2448532]	0.105287841706679	5.26722605772346	0.870827566699752	0.406988589932119	0.671798004902302	-5.97977772140721
ENSMUSG00000028073	ENSMUSG00000028073	Pear1	3	87655197	87731613	-	6781	protein_coding	platelet endothelial aggregation receptor 1 [Source:MGI Symbol;Acc:MGI:1920432]	0.152279266487617	4.32682488980591	0.870653778009047	0.407078490384564	0.671798004902302	-5.86862671792207
ENSMUSG00000043683	ENSMUSG00000043683	Fem1a	17	56563810	56570610	+	6801	protein_coding	fem 1 homolog a [Source:MGI Symbol;Acc:MGI:1335089]	-0.102106978174129	6.02576443804946	-0.870413879905573	0.407202611986489	0.671798004902302	-6.14189372813984
ENSMUSG00000028483	ENSMUSG00000028483	Snapc3	4	83335961	83385913	+	6760	protein_coding	small nuclear RNA activating complex, polypeptide 3 [Source:MGI Symbol;Acc:MGI:1916338]	0.0961139495955647	5.11417483255202	0.869924398878298	0.407455948487355	0.671798004902302	-5.94597699279311
ENSMUSG00000028563	ENSMUSG00000028563	Tm2d1	4	98243607	98271543	-	1124	protein_coding	TM2 domain containing 1 [Source:MGI Symbol;Acc:MGI:2137022]	0.100457264360192	4.9423133787646	0.869759648210675	0.40754124196668	0.671798004902302	-5.9081814531467
ENSMUSG00000085675	ENSMUSG00000085675	Gm12022	11	18417479	18443255	-	1340	lncRNA	predicted gene 12022 [Source:MGI Symbol;Acc:MGI:3650976]	-0.558147643880943	-0.150437764810282	-0.869615407079153	0.407615927693927	0.671798004902302	-4.80478232264441
ENSMUSG00000031393	ENSMUSG00000031393	Mecp2	X	73070198	73178969	-	15067	protein_coding	methyl CpG binding protein 2 [Source:MGI Symbol;Acc:MGI:99918]	0.0697555369339216	6.52101747803117	0.869267137363294	0.407796295730231	0.671798004902302	-6.21353912543286
ENSMUSG00000007721	ENSMUSG00000007721	Ccdc124	8	71320871	71326579	-	1696	protein_coding	coiled-coil domain containing 124 [Source:MGI Symbol;Acc:MGI:1916403]	0.17151727864603	5.94006414636811	0.869260197311753	0.407799890535186	0.671798004902302	-6.12018734515202
ENSMUSG00000037470	ENSMUSG00000037470	Uggt1	1	36179108	36283801	-	12853	protein_coding	UDP-glucose glycoprotein glucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2443162]	-0.0609932470178202	9.26181903370773	-0.868962196293964	0.407954269957589	0.671842111769379	-6.47276192811895
ENSMUSG00000022131	ENSMUSG00000022131	Gpr180	14	118374570	118400673	+	1875	protein_coding	G protein-coupled receptor 180 [Source:MGI Symbol;Acc:MGI:1930949]	0.0760824096059212	6.0338544293785	0.868453100014174	0.408218102145102	0.672066387677912	-6.14338807052018
ENSMUSG00000074629	ENSMUSG00000074629	4930518I15Rik	2	156698536	156700132	-	1597	TEC	RIKEN cDNA 4930518I15 gene [Source:MGI Symbol;Acc:MGI:1921954]	0.632965033999523	-0.259446543036821	0.866204398508761	0.409384892664473	0.673752940278285	-4.76733049486684
